"","X","Scenario","id","Choice","submitdate","startlanguage","startdate","Gender","Age","MaritalStatus","Occupation","Occupation.other.","Education","Householdsize","IncomeLevel","CityCountry","Nationality","DriversLicense","Carownership","ModeOfTransport.SQ001.","ModeOfTransport.SQ002.","ModeOfTransport.SQ003.","ParkingCosts.SQ001.","CongestionCosts.SQ001.","LowIncLikert.SQ001.","AffordableTrLikert.SQ001.","Resources","interviewtime","Time_Group1","Time_Group2","Time_Group3","Time_Group4","DailyTravelCost.Alt1","DelayOfTravel.Alt1","PeopleBenefiting.Alt1","CongestionReduction.Alt1","DailyTravelCost.Alt2","DelayOfTravel.Alt2","PeopleBenefiting.Alt2","CongestionReduction.Alt2","DailyTravelCost.Alt3","DelayOfTravel.Alt3","PeopleBenefiting.Alt3","CongestionReduction.Alt3","RR_Total","percent_RR_Total","RR_Gr2","RR_Gr3","RR_Gr4"
"470",3326,"S18","0682312_75","Alt2","2/4/2019 4:59","en","2/4/2019 4:55","Male","30-39 years","Married","student (university)","","Graduate degree (MSc / PhD / etc.)","2","0-5,000 €","Boston, USA","Iranian","Yes","no","Public Transport","Carsharing","Public Transport",1,1,5,2,"Equally per capita",240.45,57.09,28.65,101.4,53.31,1.5,0,0.15,0,1.5,0,0.15,0.3,0,0,0,0,1,33.3333333333333,0,1,0
"471",3332,"S18","0682312_79","Alt2","2/4/2019 13:06","en","2/4/2019 13:01","Female","40-49 years","Married","housewife/househusband","","University degree (Fachhochschul-/Universitätsabschluss)","2","40,000-50,000 €","Beaver, Pennsylvania, United States of America","Mexican","Yes","yes, a privately owned/leased car","Car","Car","Car",5,3,5,5,"Based on some measure of need",301.27,79.22,36.95,154.2,30.9,1.5,0,0.15,0,1.5,0,0.15,0.3,0,0,0,0,1,33.3333333333333,0,0,1
"472",3345,"S18","0682312_8","Alt3","1/28/2019 22:28","en","1/28/2019 22:25","Female","25-29 years","Married","Employed - half-employed","","Graduate degree (MSc / PhD / etc.)","2","20,000-30,000 €","Munich,Germany","Iranian ","No","no","Public Transport","Public Transport","Car",1,2,1,1,"",203.13,70.76,45.12,69.66,17.59,1.5,0,0.15,0,1.5,0,0.15,0.3,0,0,0,0,2,66.6666666666667,0,1,1
"473",3339,"S18","0682312_80","Alt3","2/4/2019 14:50","en","2/4/2019 14:43","Male","18-24 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","1","10,000-20,000 €","Munich, Germany","","No","no","Public Transport","Public Transport","Walking",2,2,3,3,"Based on some measure of need",406.16,74.18,33.3,242.64,56.04,1.5,0,0.15,0,1.5,0,0.15,0.3,0,0,0,0,0,0,0,0,0
"474",3357,"S18","0682312_81","Alt2","2/4/2019 16:09","en","2/4/2019 15:54","Male","30-39 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","1",">70000 €","Minneapolis, USA","Iranian","Yes","yes, a privately owned/leased car","Car","Car","Car",2,4,3,2,"Based on some measure of need",884.9,73.12,23.39,205.21,583.18,1.5,0,0.15,0,1.5,0,0.15,0.3,0,0,0,0,0,0,0,0,0
"475",3371,"S18","0682312_82","Alt1","2/5/2019 10:15","en","2/5/2019 9:24","Male","40-49 years","Married","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","2","0-5,000 €","Iran-Tehran","Iranian","Yes","yes, a privately owned/leased car","Car","Car","Car",1,1,5,3,"",3073,155.34,439.4,1343,1135.26,1.5,0,0.15,0,1.5,0,0.15,0.3,0,0,0,0,0,0,0,0,0
"476",3346,"S18","0682312_86","Alt2","2/5/2019 14:56","en","2/5/2019 14:45","Female","30-39 years","I prefer not to answer","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","3","I prefer not to answer","Constantine, Algeria","Algerian","Yes","yes, a privately owned/leased car","Car","Car","Walking",4,5,5,2,"Based on some measure of need",649.39,150.89,50.81,321.58,126.11,1.5,0,0.15,0,1.5,0,0.15,0.3,0,0,0,0,0,0,0,0,0
"477",3343,"S18","0682312_88","Alt2","2/5/2019 20:49","en","2/5/2019 20:43","Male","25-29 years","Single","student (university)","","Graduate degree (MSc / PhD / etc.)",">4","30,000-40,000 €","Munich, Germany","Turkish","No","no","Public Transport","Walking","Public Transport",4,2,4,2,"Based on some measure of need",372.69,54.43,20.74,229.2,68.32,1.5,0,0.15,0,1.5,0,0.15,0.3,0,0,0,0,1,33.3333333333333,1,0,0
"478",3348,"S18","0682312_89","Alt1","2/8/2019 12:43","en","2/8/2019 12:39","Female","30-39 years","Divorced / Widowed","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","3","5,000-10,000 €","Ukraine, Cherkasy","Ukrainian","Yes","yes, a privately owned/leased car","Car","Walking","Bike",3,4,5,4,"Based on some measure of need",281.55,71.8,46.89,119.97,42.89,1.5,0,0.15,0,1.5,0,0.15,0.3,0,0,0,0,1,33.3333333333333,0,0,1
"479",3369,"S18","0682312_9","Alt1","1/28/2019 22:38","en","1/28/2019 22:28","Female","18-24 years","Single","student (university)","","High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)","1","5,000-10,000 €","München,Deutschland ","Iranerin ","Yes","no","Public Transport","Public Transport","Walking",1,3,1,3,"Based on some measure of need",608.88,136.65,52.95,297.52,121.76,1.5,0,0.15,0,1.5,0,0.15,0.3,0,0,0,0,0,0,0,0,0
"480",3323,"S18","0682312_90","Alt3","2/8/2019 20:26","en","2/8/2019 20:12","Female","30-39 years","Married","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","3","0-5,000 €","Iran","Iranian","Yes","yes, a company car","Car","Walking","Public Transport",3,2,3,2,"",855.39,448.59,111.65,174.62,120.53,1.5,0,0.15,0,1.5,0,0.15,0.3,0,0,0,0,0,0,0,0,0
"481",3873,"S17","0891638_100","Alt3","2/1/2019 1:40","en","2/1/2019 1:34","Male","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","3","5,000-10,000 €","Krefeld, Germany","Bangladeshi","No","no","Public Transport","Public Transport","Public Transport",3,3,4,3,"",383.48,147.03,39.87,120.27,76.31,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"482",3892,"S17","0891638_102","Alt1","2/1/2019 2:01","en","2/1/2019 1:55","Male","30-39 years","Single","student (university)","","Graduate degree (MSc / PhD / etc.)",">4","10,000-20,000 €","Munich, Germany","Bangladeshi","No","no","Public Transport","Public Transport","Public Transport",4,1,4,5,"Based on some measure of need",337.1,36.76,42.21,176.36,81.77,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"483",3855,"S17","0891638_105","Alt3","2/1/2019 5:22","en","2/1/2019 5:18","Male","25-29 years","Single","student (university)","","Not graduated","4","10,000-20,000 €","Dhaka, Bangladesh","Bangladeshi","No","no","Public Transport","Public Transport","Bike-sharing",1,1,5,5,"",266.68,84.46,36.29,96.77,49.16,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,1,0
"484",3937,"S17","0891638_106","Alt2","2/1/2019 7:58","en","2/1/2019 7:50","Male","30-39 years","Married","student (university)","","Graduate degree (MSc / PhD / etc.)","2","10,000-20,000 €","Tokyo, Japan","Bangladeshi","No","no","Bike","Public Transport","Public Transport",4,3,5,3,"Based on some measure of need",456.91,118.21,46.12,183.91,108.67,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"485",3897,"S17","0891638_11","Alt1","1/31/2019 3:00","en","1/31/2019 2:52","Female","30-39 years","Married","Employed - full-employed","","Graduated after secondary school (mittlere Reife)","4","50,000-60000 €","U.S.A.","US citizen","Yes","yes, a privately owned/leased car","Public Transport","Public Transport","Car",4,4,3,5,"Based on some measure of need",440.99,118.33,47.46,217,58.2,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"486",3844,"S17","0891638_110","Alt3","2/1/2019 11:54","en","2/1/2019 10:47","Female","18-24 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)",">4","0-5,000 €","Jordan , AZ zarqa","Jordanian ","No","no","Public Transport","Public Transport","Public Transport",5,5,3,4,"Based on some measure of need",300.15,54.49,62.21,143.97,39.48,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,0,1
"487",3878,"S17","0891638_111","Alt1","2/1/2019 13:32","en","2/1/2019 11:02","Male","50-64 years","Married","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","2","I prefer not to answer","Munich Germany ","German","Yes","no","Public Transport","Walking","Walking",2,2,2,2,"",9030.03,342.59,1833.22,6646.08,208.14,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"488",3882,"S17","0891638_112","Alt1","2/1/2019 11:44","en","2/1/2019 11:38","Male","25-29 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","1","30,000-40,000 €","Stutensee, Germany","Bangladeshi","No","no","Public Transport","Public Transport","Public Transport",2,5,2,4,"",343.45,75.54,25.28,192.64,49.99,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"489",3936,"S17","0891638_113","Alt1","2/1/2019 12:06","en","2/1/2019 12:01","Male","25-29 years","Single","student (university)","","Graduate degree (MSc / PhD / etc.)","3","5,000-10,000 €","Munich, Germany","Bangladeshi","No","no","Public Transport","Public Transport","Public Transport",1,2,5,4,"Based on some measure of need",261.9,57.4,44,124.06,36.44,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,0,1
"490",3851,"S17","0891638_114","Alt2","2/1/2019 12:20","en","2/1/2019 12:10","Male","25-29 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","1","40,000-50,000 €","Munich, Germany","Pakistani","Yes","no","Public Transport","Public Transport","Public Transport",2,3,4,4,"Based on some measure of need",579.99,62.52,23.58,422.44,71.45,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"491",3869,"S17","0891638_115","Alt1","2/1/2019 13:04","en","2/1/2019 12:58","Female","18-24 years","Single","student (university)","","Graduate degree (MSc / PhD / etc.)","2","20,000-30,000 €","Munich, Germany","Ukrainian","Yes","no","Public Transport","Walking","Walking",2,1,2,4,"Based on some measure of need",363.79,98.55,24.41,174.23,66.6,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"492",3919,"S17","0891638_116","Alt2","2/1/2019 13:58","en","2/1/2019 13:52","Male","25-29 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","4","40,000-50,000 €","Kempten Germany ","Pakistan ","No","no","Public Transport","Public Transport","Bike",5,3,4,5,"Equally per capita",371.68,71.69,39.17,205.24,55.58,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"493",3857,"S17","0891638_117","Alt1","2/1/2019 13:57","en","2/1/2019 13:54","Male","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","1","10,000-20,000 €","Munich, Germany","Bangladeshi","Yes","yes, a privately owned/leased car","Public Transport","Public Transport","Public Transport",5,1,3,1,"Equally per capita",202.65,55.42,16.69,86.53,44.01,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,3,100,1,1,1
"494",3867,"S17","0891638_118","Alt3","2/1/2019 13:59","en","2/1/2019 13:56","Male","25-29 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","4","5,000-10,000 €","Bangladesh","Bangladeshi ","No","no","Bike-sharing","Bike-sharing","Bike-sharing",5,5,1,3,"",221.84,90.29,39.76,49.91,41.88,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,2,66.6666666666667,0,1,1
"495",3903,"S17","0891638_119","Alt1","2/1/2019 13:58","en","2/1/2019 13:56","Female","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","4","I prefer not to answer","Munich,Germany ","Bangladeshi ","No","no","Public Transport","Public Transport","Public Transport",2,3,1,1,"Based on some measure of need",143.8,58.13,19.18,34.47,32.02,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,3,100,1,1,1
"496",3879,"S17","0891638_12","Alt1","1/31/2019 3:33","en","1/31/2019 3:27","Male","18-24 years","Single","student (university)","","Not graduated","3",">70000 €","Chennai and India","Indian","Yes","yes, a privately owned/leased car","Bike","Bike","Car",4,2,2,5,"",350.58,92.11,18.04,205.5,34.93,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,2,66.6666666666667,1,0,1
"497",3889,"S17","0891638_120","Alt3","2/1/2019 14:16","en","2/1/2019 13:59","Female","65 or older","Married","retired","","Graduate degree (MSc / PhD / etc.)","2","30,000-40,000 €","Berlin","German","Yes","yes, a privately owned/leased car","Car","Bike","Walking",5,5,5,5,"Based on some measure of need",1011.94,270.88,108.9,453.42,178.74,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"498",3895,"S17","0891638_121","Alt3","2/1/2019 14:11","en","2/1/2019 14:02","Female","25-29 years","Married","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","3","I prefer not to answer","Munich, Germany","Bangladeshi","No","no","Public Transport","Public Transport","Public Transport",5,1,5,2,"Based on some measure of need",590.48,117.29,63.58,317.64,91.97,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"499",3928,"S17","0891638_122","Alt1","2/1/2019 14:20","en","2/1/2019 14:02","Male","25-29 years","Married","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","2","50,000-60000 €","Munich,germany","Bangladeshi","No","no","Public Transport","Public Transport","Public Transport",1,1,1,1,"Equally per capita",1088.64,223.77,30.04,42.7,792.13,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,1,0
"500",3853,"S17","0891638_123","Alt1","2/1/2019 14:12","en","2/1/2019 14:09","Male","30-39 years","Married","Employed - full-employed","","Graduated after secondary school (mittlere Reife)","3","10,000-20,000 €","Dhaka, Bangladesh ","Bangladeshi ","No","yes, a privately owned/leased car","Car","Car","Bike",2,2,2,2,"",169.09,76.39,37.69,38.9,16.11,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,2,66.6666666666667,0,1,1
"501",3912,"S17","0891638_124","Alt3","2/1/2019 14:13","en","2/1/2019 14:10","Male","25-29 years","Married","unemployed","","Graduate degree (MSc / PhD / etc.)","2","I prefer not to answer","Munich, Germany","German","No","no","Public Transport","Walking","Bike",1,1,5,1,"Based on some measure of need",217.33,76.25,27.38,55.91,57.79,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,1,0
"502",3921,"S17","0891638_125","Alt2","2/1/2019 14:40","en","2/1/2019 14:27","Male","40-49 years","Married","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)",">4",">70000 €","Munich, Germany","German","Yes","yes, a privately owned/leased car","Public Transport","Car","Public Transport",5,3,2,4,"",758.09,94.27,46.61,509.61,107.6,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"503",3886,"S17","0891638_126","Alt1","2/1/2019 14:40","en","2/1/2019 14:35","Male","40-49 years","Married","unemployed","","University degree (Fachhochschul-/Universitätsabschluss)","4","30,000-40,000 €","London","British","Yes","yes, a privately owned/leased car","Public Transport","Car","Car",5,3,1,2,"Based on some measure of need",260.96,61.38,29.13,110.15,60.3,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,1,0
"504",3934,"S17","0891638_129","Alt1","2/1/2019 15:49","en","2/1/2019 15:23","Female","18-24 years","Single","student (university)","","Graduated after secondary school (Volks-oder Hauptschule)",">4","5,000-10,000 €","Munich, Germany","bulgarian","Yes","no","Public Transport","Walking","Public Transport",1,2,5,1,"Based on some measure of need",1555.91,61.76,28.92,1422.88,42.35,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,0,1
"505",3847,"S17","0891638_13","Alt2","1/31/2019 4:17","en","1/31/2019 4:01","Male","25-29 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)",">4","0-5,000 €","Dhaka, Bangladesh ","Bangal ","No","no","Public Transport","Public Transport","Walking",1,2,1,5,"Based on some measure of need",582.42,183.35,35.79,331.56,31.72,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,0,1
"506",3852,"S17","0891638_131","Alt1","2/1/2019 16:24","en","2/1/2019 15:56","Male","30-39 years","Married","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","2","60000-70000 €","Munich, Germany","Bangladeshi","Yes","yes, a privately owned/leased car","Public Transport","Car","Car",5,5,4,4,"Based on some measure of need",1705.42,154.02,31.89,1366.84,152.67,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"507",3848,"S17","0891638_133","Alt1","2/1/2019 16:56","en","2/1/2019 16:52","Male","25-29 years","Single","student (university)","","Graduated after secondary school (Volks-oder Hauptschule)","4","5,000-10,000 €","Munich, Germany","Bangladeshi","No","no","Public Transport","Public Transport","Public Transport",1,1,2,2,"Equally per capita",187.22,51.46,85.53,34.72,15.51,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,2,66.6666666666667,0,1,1
"508",3926,"S17","0891638_135","Alt1","2/1/2019 17:15","en","2/1/2019 17:12","Male","25-29 years","Married","student (university)","","Graduate degree (MSc / PhD / etc.)",">4","5,000-10,000 €","Munich ","Bangladeshi","No","no","Public Transport","Public Transport","Walking",3,3,2,4,"Based on some measure of need",167.3,69.96,42.04,34.97,20.33,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,2,66.6666666666667,0,1,1
"509",3862,"S17","0891638_136","Alt2","2/1/2019 17:26","en","2/1/2019 17:21","Male","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)",">4","5,000-10,000 €","Dhaka, Bangladesh ","Bangladeshi","Yes","yes, a privately owned/leased car","Car","Public Transport","Bike",4,3,4,4,"Based on some measure of need",292.34,182.47,41.9,30.48,37.49,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,2,66.6666666666667,0,1,1
"510",3860,"S17","0891638_138","Alt3","2/1/2019 18:49","en","2/1/2019 18:32","Female","18-24 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","1","I prefer not to answer","Dhaka, Bangladesh ","Bangladeshi","No","no","Walking","Public Transport","Public Transport",3,3,5,4,"Equally per capita",995.79,89.01,44.82,673.11,188.85,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"511",3861,"S17","0891638_139","Alt1","2/1/2019 20:21","en","2/1/2019 20:15","Male","18-24 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","1","0-5,000 €","Munich,Germany","Bangladeshi","No","no","Public Transport","Public Transport","Public Transport",3,3,5,4,"Equally per capita",352.41,85.92,24.12,177.57,64.8,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"512",3914,"S17","0891638_140","Alt1","2/1/2019 20:34","en","2/1/2019 20:23","Male","30-39 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","2","40,000-50,000 €","Braunau am Inn, Austria","Bangladeshi","No","no","Public Transport","Public Transport","Public Transport",3,3,4,3,"Based on some measure of need",647.14,91.94,32.27,427.96,94.97,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"513",3881,"S17","0891638_141","Alt1","2/1/2019 21:02","en","2/1/2019 20:53","Male","25-29 years","Married","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","3","0-5,000 €","Espoo, Finland","Pakistan","No","no","Public Transport","Public Transport","Public Transport",4,1,5,4,"Based on some measure of need",540.87,71.11,20.2,341.18,108.38,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,1,0,0
"514",3894,"S17","0891638_142","Alt1","2/1/2019 21:48","en","2/1/2019 21:33","Female","25-29 years","Single","student (school)/ Auszubildender/Auszubildende","","High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)","3","5,000-10,000 €","Munich, Germany","Belgian","No","no","Public Transport","Public Transport","Public Transport",1,1,5,3,"Equally per capita",914.74,149.25,29.56,588.17,147.76,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"515",3900,"S17","0891638_143","Alt3","2/1/2019 22:11","en","2/1/2019 22:03","Female","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)",">4","5,000-10,000 €","Munich","Bangladeshi","No","no","Public Transport","Public Transport","Walking",1,1,5,2,"",488.48,90.88,31.29,320.42,45.89,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"516",3910,"S17","0891638_145","Alt2","2/1/2019 22:41","en","2/1/2019 22:38","Male","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)",">4","0-5,000 €","Munich","Pakistan","Yes","no","Public Transport","Walking","Bike",1,1,3,3,"",141.5,51.54,22.01,33,34.95,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,3,100,1,1,1
"517",3856,"S17","0891638_146","Alt2","2/2/2019 1:45","en","2/2/2019 1:39","Male","25-29 years","Single","Employed - half-employed","","Graduate degree (MSc / PhD / etc.)","2","10,000-20,000 €","Valparaíso, chile","Chilen","Yes","no","Walking","Public Transport","Public Transport",1,1,4,4,"Based on some measure of need",359.03,76.75,29.93,185.44,66.91,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"518",3923,"S17","0891638_147","Alt1","2/2/2019 4:11","en","2/2/2019 4:06","Male","25-29 years","Married","student (university)","","Graduate degree (MSc / PhD / etc.)","2","30,000-40,000 €","Corvallis, OR, USA","Bangladeshi ","Yes","no","Public Transport","Public Transport","Car",2,3,5,4,"Based on some measure of need",301.77,59.31,27.18,165.83,49.45,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"519",3930,"S17","0891638_148","Alt1","2/2/2019 5:00","en","2/2/2019 4:55","Male","25-29 years","Married","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","4","10,000-20,000 €","Hamilton,Canada","Bangladesh","No","no","Public Transport","Public Transport","Public Transport",1,1,5,2,"Equally per capita",309.88,72.93,18.49,177.99,40.47,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,2,66.6666666666667,1,0,1
"520",3842,"S17","0891638_149","Alt3","2/2/2019 7:01","en","2/2/2019 6:53","Male","30-39 years","Married","Employed - full-employed","","Graduated after secondary school (mittlere Reife)","2","I prefer not to answer","Munich Germany ","","Yes","yes, a privately owned/leased car","Public Transport","Car","Car",5,1,5,5,"Based on some measure of need",501.1,187.05,93.81,99.64,120.6,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,1,0
"521",3850,"S17","0891638_15","Alt3","1/31/2019 5:01","en","1/31/2019 4:57","Male","25-29 years","Single","Other","Research Assistant","University degree (Fachhochschul-/Universitätsabschluss)","4","I prefer not to answer","Dhaka, Bangladesh.","Bangladeshi","No","no","Public Transport","Public Transport","Walking",5,4,1,5,"Based on some measure of need",253.05,116.51,36.08,45.45,55.01,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,1,0
"522",3887,"S17","0891638_150","Alt1","2/2/2019 11:42","en","2/2/2019 11:34","Female","25-29 years","Married","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","3","40,000-50,000 €","Munich, Germany ","Bangladeshi","No","no","Public Transport","Public Transport","Public Transport",5,4,5,3,"Based on some measure of need",498.22,81.61,30.67,330.31,55.63,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"523",3865,"S17","0891638_151","Alt3","2/2/2019 12:19","en","2/2/2019 12:13","Female","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","3","I prefer not to answer","Munich, Germany","Bangladeshi","No","no","Public Transport","Public Transport","Public Transport",3,1,4,2,"Based on some measure of need",346.36,57.58,22.89,215.59,50.3,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,1,0,0
"524",3863,"S17","0891638_16","Alt1","1/31/2019 5:11","en","1/31/2019 5:04","Male","25-29 years","Married","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","4","10,000-20,000 €","Kuala Lumpur, Malaysia","Bangladeshi","Yes","no","Public Transport","Carsharing","Car",5,5,3,4,"Based on some measure of need",443.56,118.53,39.06,171.5,114.47,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"525",3859,"S17","0891638_17","Alt2","1/31/2019 5:51","en","1/31/2019 5:44","Female","18-24 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","2","0-5,000 €","Bad Tölz, Germany ","Spanish ","Yes","no","Public Transport","Car","Public Transport",3,3,4,4,"Based on some measure of need",426.49,78.59,23.83,275.72,48.35,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"526",3864,"S17","0891638_18","Alt1","1/31/2019 6:00","en","1/31/2019 5:50","Female","25-29 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","4","I prefer not to answer","Dubai UAE","Bangladeshi ","Yes","yes, a privately owned/leased car","Car","Car","Car",5,5,4,1,"",607.53,220.73,28.82,305.19,52.79,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"527",3872,"S17","0891638_20","Alt1","1/31/2019 6:11","en","1/31/2019 6:07","Male","18-24 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","1","0-5,000 €","Munich,Germany","Indonesian","Yes","no","Public Transport","Public Transport","Public Transport",1,1,5,5,"Based on some measure of need",243.41,44.25,19.7,150.55,28.91,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,2,66.6666666666667,1,0,1
"528",3893,"S17","0891638_23","Alt3","1/31/2019 6:34","en","1/31/2019 6:29","Male","25-29 years","Single","student (university)","","Not graduated",">4","I prefer not to answer","Dhaka, Bangladesh","Bangladeshi","Yes","no","Bike","Bike","Bike",1,1,5,5,"Based on some measure of need",292.63,63.13,46.53,103.21,79.76,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,1,0
"529",3875,"S17","0891638_24","Alt2","1/31/2019 6:56","en","1/31/2019 6:54","Male","25-29 years","Single","student (university)","","I prefer not to answer.","I prefer not to answer.","I prefer not to answer","Munich","Nigerian","No","no","Public Transport","Public Transport","Public Transport",4,4,3,3,"Based on some measure of need",162.22,54.09,29.13,63.2,15.8,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,2,66.6666666666667,0,1,1
"530",3845,"S17","0891638_28","Alt1","1/31/2019 7:17","en","1/31/2019 7:11","Female","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","2","10,000-20,000 €","Munich, Germany","Croatian","Yes","no","Public Transport","Public Transport","Public Transport",5,2,1,4,"Based on some measure of need",342.43,80.47,23.29,167.93,70.74,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"531",3904,"S17","0891638_29","Alt1","1/31/2019 7:24","en","1/31/2019 7:17","Female","18-24 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","4","60000-70000 €","Landsberg, Germany ","German ","Yes","yes, a privately owned/leased car","Car","Car","Car",4,2,2,3,"",388.85,96.42,32.45,201.58,58.4,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
